,319,,750,,,,,
,1.445714286,10,-6.8,2.1,0.025714286,1.2,0,64
,4.907142857,12.8,-3.4,5.6,0.205714286,7.1,0,64
,5.754285714,11.2,-3,5.85,0.357142857,10.2,0,60
,8.371428571,13.5,1.6,8.5,0.155714286,4.9,0,60
,9.407142857,16.5,0.2,9.45,0.004285714,0.1,0,67
,10.78857143,18.1,-0.5,11,0.105714286,2.2,0,60
,13.98142857,20.5,3.1,14.2,0.034285714,0.5,0,61
,16.47857143,21.7,8,17.1,0.182857143,7,0,60
,16.63714286,21.9,11,16.9,0.262857143,8.9,0,57
,18.61428571,23.8,10.8,18.85,0.17,7.6,0,63
,19.28857143,25.4,13.4,19.4,0.111428571,6.3,0,64
,20.3,26.6,14.9,20.3,0.145714286,2.9,0,62
,22.88285714,27.2,15.7,23.25,0.177142857,8.2,0,59
,23.51571429,31,16.9,23.15,0.177142857,3.7,0,59
,24.19,30,16,24.2,0.242857143,4.4,0,57
,26.04,31.8,19.3,26.3,0.214285714,4.8,0,56
,26.99714286,31.6,16.4,27.55,0.714285714,38.3,0,57
,27.29714286,33.1,19.9,27.8,0.442857143,10.2,0,46
,28.32714286,33.9,19.9,28.8,0.235714286,3.6,0,54
,28.12857143,35.2,20.2,28.55,0.831428571,18.3,0,52
,27.84857143,32.1,21,28,0.558571429,19,0,54
,28.64571429,33.1,21.7,28.65,0.161428571,5.3,0,59
,27.80285714,33.4,18.3,28.15,0.382857143,11.7,0,54
,26.92285714,31.8,19.5,27.5,0.447142857,10.7,0,59
,25.61857143,31.4,19.4,25.4,1.042857143,13,0,50
,23.51285714,28.1,19.3,23.6,1.122857143,25.2,0,55
,22.16714286,27.1,15.6,22.75,0.538571429,12.9,0,57
,21.14428571,27,15.3,21.5,0.531428571,14.2,0,60
,19.08857143,23.5,12.7,18.7,0.091428571,3.3,0,61
,18.12428571,22.1,10.8,18.1,0.09,3.2,0,63
,14.95,20.5,8.2,15.75,0.218571429,5.7,0,62
,13.65857143,19.1,7.4,14,0.024285714,0.8,0,65
,11.73571429,15,5,12.2,0.122857143,8,0,67
,8.558571429,13.5,1.4,8.2,0.075714286,1.6,0,63
,6.038571429,11.3,-1,6.35,0.074285714,2,0,65
,4.001428571,8,-3,5,0.004285714,0.2,0,68
,1.488571429,8.6,-5.2,1.65,0,0,0,70
,-0.255714286,5.4,-10.5,0.35,0.001428571,0.1,0,69
,-2.511428571,4.5,-10.4,-2.05,0,0,0,70
,-5.144285714,1.7,-17.9,-4.25,0.012857143,0.6,0,67
,-5.911428571,0.9,-15.4,-5,0,0,0,70
,-6.851428571,1.5,-20.1,-4.5,0.004285714,0.2,0,68
,-8.778571429,-2.9,-18.2,-8.3,0,0,0,70
